,accuracy,precision,recall,f1,roc_auc,n_neighbors,p,weights
511,0.6937687687687688,0.6612698412698413,0.3516483516483516,0.4264963792881412,0.7375955566172958,36,4,distance
563,0.6937687687687688,0.6830752580752582,0.3527472527472527,0.4335461486908519,0.7494107341933429,40,2,distance
415,0.6937687687687688,0.6947619047619048,0.3521978021978021,0.4360580856976738,0.73780458671763,29,5,distance
416,0.6937687687687688,0.6951892551892553,0.3521978021978021,0.4355104851500732,0.7332148829431439,29,6,uniform
443,0.6937687687687688,0.69734126984127,0.3516483516483516,0.4336447096000871,0.7344561235865583,31,5,distance
444,0.6937687687687688,0.7026495726495727,0.3521978021978021,0.4368057192828359,0.7417423156553592,31,6,uniform
483,0.6937687687687688,0.7047619047619047,0.3510989010989011,0.4238281679392702,0.7379738015607581,34,4,distance
418,0.6937687687687688,0.7120146520146521,0.3368131868131868,0.4232846389139295,0.7298007246376812,29,7,uniform
201,0.6938438438438438,0.6497871572871573,0.3802197802197802,0.4585145388853829,0.7096313107182672,14,3,distance
235,0.6938438438438439,0.6221853146853148,0.3950549450549451,0.4688911016445005,0.7133092451027233,16,6,distance
245,0.6938438438438439,0.6355439005439005,0.4027472527472527,0.4781818045850891,0.7191600971492276,17,4,distance
365,0.6938438438438439,0.6448412698412699,0.3593406593406593,0.4550085688529625,0.7488622790253225,26,1,distance
448,0.6963963963963965,0.6647619047619047,0.3291208791208791,0.4335909291946443,0.7412386526516961,32,1,uniform
249,0.6964714714714715,0.6366297591297592,0.3879120879120879,0.4714342674868991,0.719247690715082,17,6,distance
434,0.6964714714714715,0.6471825396825397,0.3587912087912087,0.4553538985804432,0.7377219700589267,31,1,uniform
287,0.6964714714714715,0.6626298701298702,0.4032967032967033,0.478975409833046,0.722700668896321,20,4,distance
476,0.6964714714714715,0.6655555555555556,0.3302197802197802,0.4324843482223345,0.7465500079630515,34,1,uniform
371,0.6964714714714715,0.6694083694083695,0.3818681318681318,0.467730112874816,0.735746137920051,26,4,distance
386,0.6964714714714715,0.6870923520923522,0.3593406593406593,0.4434120713943031,0.7327092291766204,27,5,uniform
429,0.6964714714714715,0.6987401487401488,0.3593406593406593,0.4414168573607933,0.7318741041567127,30,5,distance
414,0.6964714714714715,0.7003174603174604,0.3521978021978021,0.4377896874292755,0.7386884854276159,29,5,uniform
445,0.6964714714714715,0.7098412698412699,0.3593406593406594,0.4377182085648904,0.7394250676859373,31,6,distance
398,0.6964714714714715,0.7163095238095238,0.3362637362637362,0.4298456507895867,0.7336687768752986,28,4,uniform
246,0.6964714714714716,0.6330439005439006,0.410989010989011,0.4874232683157168,0.7165890269151138,17,5,uniform
274,0.6964714714714716,0.6460814185814187,0.4032967032967033,0.4857776357890774,0.7157349896480331,19,5,uniform
560,0.6964714714714716,0.6619047619047619,0.3368131868131868,0.4392647976602749,0.7516831899984073,40,1,uniform
427,0.6964714714714716,0.6817560217560218,0.3593406593406593,0.4364047800661073,0.736705685618729,30,4,distance
413,0.6964714714714716,0.6880402930402931,0.3587912087912088,0.4415200910126202,0.7332795827361045,29,4,distance
217,0.6965465465465466,0.6294483294483294,0.4032967032967033,0.4814013514242347,0.7128175266762223,15,4,distance
215,0.6965465465465466,0.6315695415695416,0.4098901098901099,0.4800786406924514,0.712488055422838,15,3,distance
378,0.6965465465465466,0.6615079365079365,0.3516483516483516,0.451964727365185,0.7497431915910177,27,1,uniform
406,0.6965465465465466,0.6654365079365079,0.3521978021978021,0.4538839192843769,0.7476817566491479,29,1,uniform
421,0.6966216216216217,0.6396717171717172,0.3824175824175824,0.4697958334571607,0.7450141344163084,30,1,distance
260,0.6990990990990993,0.6833180708180708,0.3730769230769231,0.462283062729287,0.7149018553909858,18,5,uniform
261,0.6991741741741742,0.6419083694083694,0.4181318681318681,0.4907692709875209,0.7167413202739289,18,5,distance
259,0.6991741741741742,0.6485750360750362,0.4038461538461539,0.4803645166547307,0.7154154722089505,18,4,distance
546,0.6991741741741742,0.6644300144300145,0.3593406593406593,0.4566024599979371,0.7499243510113075,39,1,uniform
289,0.6991741741741742,0.6720670995670995,0.4038461538461538,0.4837158967324534,0.7239110527154006,20,5,distance
532,0.6991741741741742,0.6770238095238096,0.3296703296703296,0.4365133868539441,0.7473224239528587,38,1,uniform
399,0.6991741741741742,0.6872322122322123,0.3736263736263736,0.4577651503011578,0.730072463768116,28,4,distance
385,0.6991741741741742,0.6913736263736265,0.3659340659340659,0.454372528430275,0.7286550406115624,27,4,distance
412,0.6991741741741742,0.6935958485958487,0.3587912087912088,0.443251692744222,0.7340848463131071,29,4,uniform
400,0.6991741741741742,0.72,0.3368131868131868,0.4297305078597985,0.7360845676063067,28,5,uniform
384,0.6991741741741743,0.6976984126984128,0.3593406593406593,0.4477410757233075,0.7302068402611881,27,4,uniform
216,0.6992492492492492,0.6394483294483295,0.4104395604395605,0.4907580765704336,0.7076773769708553,15,4,uniform
244,0.6992492492492492,0.6438772338772338,0.4181318681318681,0.4955192658853987,0.7195054945054945,17,4,uniform
227,0.6992492492492492,0.6525252525252526,0.4027472527472527,0.4756900363496833,0.7209945851250199,16,2,distance
203,0.6992492492492492,0.6528030303030303,0.3884615384615384,0.4710256103209395,0.7084030100334449,14,4,distance
393,0.6993243243243243,0.6503066378066378,0.3747252747252747,0.4671580136111029,0.7494595078834209,28,1,distance
248,0.7018768768768768,0.6532964257964259,0.3956043956043956,0.4819605832763727,0.7155777193820673,17,6,uniform
242,0.7018768768768769,0.6457362082362083,0.4241758241758243,0.4992616248909154,0.7204192546583851,17,3,uniform
257,0.7018768768768769,0.6749891774891774,0.4104395604395605,0.4869644029860748,0.7247501592610288,18,3,distance
214,0.7019519519519519,0.6449028749028749,0.4247252747252747,0.4976225003415743,0.7085085204650422,15,3,uniform
518,0.7019519519519519,0.6669444444444445,0.3593406593406593,0.4589974296354697,0.7499402771141902,37,1,uniform
229,0.701951951951952,0.6561760461760462,0.4098901098901099,0.4879774564287958,0.7146858576206403,16,3,distance
243,0.7045795795795795,0.6510392385392385,0.4241758241758243,0.5014154710447617,0.7171613712374583,17,3,distance
231,0.7073573573573573,0.6897008547008547,0.4104395604395605,0.4879562924076318,0.7152084328714763,16,4,distance
